class	size	virtual_size	raw score(mean)	pval (mean)	raw score(median)	pval (median)	roc_rate	rocpval	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
glutamine_family_amino_acid_catabolism_GO:0009065	18	13	2.031540985	0.3722	1.0888717	0.78092	0.447784619	0.601862849	0.16656098	0.234308409	0.227893661	0.113516646	0.173263159	0.342924621	0.259713331	0.786178192	0.856762316	0.892793198
glutamine_family_amino_acid_metabolism_GO:0009064	37	28	2.362952556	0.26404	1.911562669	0.43347	0.533947578	0.353142786	0.150569402	0.134373653	0.030208647	0.017751752	0.184542748	0.238887663	0.142301787	0.595336418	0.716571776	0.783120157
glutamine_metabolism_GO:0006541	14	12	2.15844792	0.32782	1.911562669	0.43347	0.54137494	0.421798215	0.226417349	0.234679838	0.104240921	0.244379391	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
glutathione_biosynthesis_GO:0006750	7	6	2.264303257	0.29294	2.19336873	0.34321	0.603397668	0.252101489	0.287724492	0.065133259	0.400840106	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
glutathione_conjugation_reaction_GO:0006803	10	6	2.05054448	0.36523	1.646024415	0.53278	0.46982308	0.514184359	0.298042945	0.32660975	0.217751929	0.365128917	0.293365414	0.221402821	0.842839337	0.894951432	0.931162832	0.949028537
glutathione_metabolism_GO:0006749	7	6	2.264303257	0.29294	2.19336873	0.34321	0.603397668	0.252101489	0.287724492	0.065133259	0.400840106	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
glutathione_peroxidase_GO:0004602	7	7	1.292325282	0.70169	0.820480954	0.89174	0.450097375	0.623462067	0.228008245	0.316051075	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
glutathione_transferase_GO:0004364	17	13	1.493575081	0.60271	0.728731018	0.91874	0.418131669	0.690753603	0.16656098	0.2096781	0.285970194	0.357484508	0.381446424	0.342924621	0.690311004	0.786178192	0.856762316	0.892793198
glycerol_metabolism_GO:0006071	14	11	3.646049546	0.06297	2.069965273	0.37951	0.658758984	0.195682631	0.138763972	0.063157848	0.025682964	0.0196934	0.032031072	0.078450538	0.033501255	0.167701736	0.115514727	0.087599816
glycerol-3-phosphate_dehydrogenase_(NAD+)_GO:0004367	7	6	5.504341388	0.00509	5.411168274	0.01977	0.791515883	0.121117483	0.148067816	0.01162469	8.89E-04	0.001575438	0.005583923	0.027174584	0.010523775	0.100282062	0.066828237	0.049882021
glycerol-3-phosphate_dehydrogenase_complex_GO:0009331	9	7	4.999024672	0.01056	4.852250537	0.03286	0.764265895	0.118185637	0.097187738	0.028136939	0.002558265	0.003283145	0.00908701	0.036268399	0.014322743	0.114864695	0.077054005	0.057697272
glycerol-3-phosphate_metabolism_GO:0006072	9	7	4.999024672	0.01056	4.852250537	0.03286	0.764265895	0.118185637	0.097187738	0.028136939	0.002558265	0.003283145	0.00908701	0.036268399	0.014322743	0.114864695	0.077054005	0.057697272
glycerophospholipid_metabolism_GO:0006650	14	11	3.161839616	0.109	1.085076725	0.78328	0.560553026	0.403083417	0.234667849	0.226334027	0.084570704	0.082137243	0.032031072	0.01153071	0.23260268	0.167701736	0.115514727	0.087599816
glycine_hydroxymethyltransferase_GO:0004372	4	4	3.367040855	0.0867	3.59321464	0.09363	0.833333333	0.144419182	0.100271249	0.009081093	0.018670243	0.305396706	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
glycine_metabolism_GO:0006544	6	6	2.138587884	0.33481	1.32570004	0.67027	0.526658625	0.489959785	0.287724492	0.32660975	0.400840106	0.365128917	0.293365414	0.221402821	0.146226035	0.894951432	0.931162832	0.949028537
glycogen_biosynthesis_GO:0005978	15	12	2.604713278	0.20431	2.350629503	0.29792	0.637091582	0.231606538	0.104088332	0.009308831	0.213371809	0.097791402	0.039713117	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
glycogen_metabolism_GO:0005977	30	25	2.619288772	0.20129	2.221038317	0.33505	0.603878612	0.212826378	0.046986513	0.001779942	0.136801523	0.03113725	0.021212013	0.218909761	0.355088878	0.294550257	0.22259869	0.176473639
glycolipid_metabolism_GO:0006664	8	5	2.477611456	0.23388	1.948112309	0.41987	0.714943915	0.222390897	0.056411647	0.315002784	0.176686362	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
glycolysis_GO:0006096	30	27	3.017900537	0.12851	2.390291963	0.2883	0.679906657	0.066552576	0.01174552	0.001513196	0.003250017	4.43E-05	0.027876329	0.027967634	0.362282475	0.606484766	0.725166077	0.789998851
glycopeptide_hormone_GO:0005181	8	7	3.508032762	0.0742	1.762588229	0.48724	0.529652035	0.464103106	0.293566908	0.235337624	0.250464626	0.137044466	0.072208942	0.246213824	0.165822794	0.114864695	0.077054005	0.057697272
glycoprotein_metabolism_GO:0009100	5	4	1.907011865	0.42012	2.307889406	0.31142	0.596327786	0.382832382	0.311773529	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
glycosaminoglycan_binding_GO:0005539	77	57	2.301763379	0.2821	1.439698024	0.6262	0.536253548	0.322315106	0.094155987	0.050269291	0.132136581	0.148973094	0.16315132	0.150202451	0.139483773	0.194439773	0.115969699	0.074271587
glycosaminoglycan_biosynthesis_GO:0006024	7	6	1.948361365	0.40301	2.463025516	0.26969	0.595536791	0.378931311	0.287724492	0.194525902	0.400840106	0.506052269	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
glycosaminoglycan_metabolism_GO:0030203	20	14	1.577055415	0.56313	1.460972856	0.61445	0.489253803	0.529391912	0.187534432	0.226727261	0.274059085	0.203908983	0.3595959	0.510231549	0.670892621	0.771751163	0.846625565	0.885032591
glycosphingolipid_biosynthesis_GO:0006688	5	5	0.616283009	0.96659	0.518046838	0.97142	0.264190086	0.827837063	0.10276502	0.157656078	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
glycosphingolipid_metabolism_GO:0006687	11	9	1.055742046	0.81556	0.813870401	0.89503	0.397610716	0.726235594	0.201982731	0.14468651	0.170201816	0.359921705	0.518252831	0.64892451	0.77374303	0.846615073	0.89852464	0.924512343
glycosyltransferase_GO:0016932	120	98	1.76172692	0.48023	1.190615587	0.73292	0.483674465	0.646291654	0.046506552	0.069473784	0.103279809	0.101325353	0.155925729	0.163743263	0.244098166	0.272113116	0.213341529	0.42345907
glypican_GO:0015017	5	5	2.03209349	0.3714	1.701510224	0.50953	0.573489326	0.416516996	0.219298011	0.315002784	0.176686362	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
GMP_binding_GO:0019002	5	4	1.433370876	0.63206	1.462748114	0.61382	0.452454173	0.473683946	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"Golgi_membrane,_integral_protein_GO:0030173"	46	37	1.536714582	0.58199	1.28307451	0.68753	0.514338167	0.570863407	0.077437025	0.140934394	0.101799204	0.144219132	0.187874404	0.168488556	0.347714171	0.50373386	0.643622618	0.723810894
Golgi_membrane_GO:0000139	11	8	1.744425065	0.48739	1.287425312	0.68609	0.462596525	0.417862883	0.256698389	0.291254532	0.274365883	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
Golgi_stack_GO:0005795	9	7	2.063282239	0.36103	1.835786974	0.45988	0.617858435	0.31918429	0.226674145	0.235337624	0.384158582	0.380302248	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
Golgi_trans-face_GO:0005802	16	12	1.645509646	0.53254	1.392471207	0.64426	0.505683647	0.512856249	0.205182124	0.234679838	0.246255415	0.36965538	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
Golgi_vesicle_GO:0005798	7	5	1.987905649	0.38921	2.278394384	0.31738	0.620721264	0.352119751	0.219298011	0.140685123	0.374000148	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
gonad_development_GO:0008406	14	12	1.782198576	0.47133	1.551028084	0.57377	0.481248994	0.568151936	0.226417349	0.234679838	0.213371809	0.36965538	0.378760262	0.561753522	0.710288953	0.800873112	0.867019182	0.900620903
GPI/GSI_anchor_biosynthesis_GO:0042080	9	8	1.562655475	0.56975	1.444523801	0.62377	0.506982987	0.484151187	0.256698389	0.260293804	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
GPI/GSI_anchor_metabolism_GO:0042079	9	8	1.562655475	0.56975	1.444523801	0.62377	0.506982987	0.484151187	0.256698389	0.260293804	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
GPI_anchor_biosynthesis_GO:0006506	9	8	1.562655475	0.56975	1.444523801	0.62377	0.506982987	0.484151187	0.256698389	0.260293804	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
GPI_anchor_metabolism_GO:0006505	9	8	1.562655475	0.56975	1.444523801	0.62377	0.506982987	0.484151187	0.256698389	0.260293804	0.360648127	0.403221289	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
GPI-anchored_membrane-bound_receptor_GO:0015025	9	8	2.094159198	0.34965	2.275820014	0.31838	0.640730574	0.295590667	0.010039254	0.145307994	0.360648127	0.388016702	0.557538871	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
G-protein_activated_inward_rectifier_potassium_channel_GO:0015467	4	4	1.140034183	0.77589	0.610324406	0.95229	0.298148818	0.755105859	0.188107626	0.407966121	0.395968463	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
G-protein_chemoattractant_receptor_GO:0001637	24	20	1.011641004	0.83513	0.715754117	0.92371	0.332956742	0.867573548	0.011420013	0.005494385	0.084939313	0.103062815	0.231852143	0.38226962	0.565288881	0.690548994	0.788250623	0.839846561
G-protein_coupled_photoreceptor_GO:0008020	5	4	0.921667731	0.87369	1.234652405	0.71196	0.364296913	0.682327107	0.363346095	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
"G-protein_coupled_receptor,_unknown_ligand_GO:0016526"	5	4	1.757969578	0.48201	0.862248495	0.87868	0.385672938	0.583691186	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
G-protein_coupled_receptor_kinase_GO:0004703	5	5	1.143393852	0.77484	1.022960696	0.8119	0.453141961	0.665633707	0.264739024	0.315002784	0.176686362	0.566907088	0.694147446	0.786482771	0.867210343	0.911665109	0.942300871	0.957342207
"G-protein_signaling,_adenylate_cyclase_activating_pathway_GO:0007189"	12	6	1.767824517	0.47789	1.069794435	0.79054	0.505950945	0.49786219	0.298042945	0.32660975	0.400840106	0.365128917	0.64525321	0.7495823	0.842839337	0.894951432	0.931162832	0.949028537
"G-protein_signaling,_adenylate_cyclase_inhibiting_pathway_GO:0007193"	13	11	0.834985959	0.90581	0.633353322	0.94692	0.315751358	0.855702179	0.101039767	0.084423389	0.114800029	0.286759815	0.447778078	0.589428563	0.73084252	0.815840862	0.877397572	0.908516276
"G-protein_signaling,_coupled_to_cAMP_nucleotide_second_messenger_GO:0007188"	41	29	1.005521261	0.83775	0.750685002	0.91256	0.347284384	0.920013373	0.009434294	0.007199956	0.020891086	0.129426421	0.119960074	0.247798557	0.437113237	0.584391675	0.708078303	0.776300533
"G-protein_signaling,_coupled_to_cyclic_nucleotide_second_messenger_GO:0007187"	70	47	1.170799099	0.76168	0.87851829	0.87331	0.378070327	0.913850765	0.00254767	0.002422218	0.015945984	0.075002975	0.114725216	0.103974303	0.261138277	0.418296098	0.571165514	0.663097716
"G-protein_signaling,_coupled_to_IP3_second_messenger_(phospholipase_C_activating)_GO:0007200"	19	17	1.414304244	0.6412	0.936518023	0.85011	0.435481694	0.70460687	0.043783906	0.206821428	0.226988182	0.296819274	0.372501088	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
G-protein-coupled_receptor_phosphorylating_protein_kinase_GO:0004678	5	4	1.143393852	0.77484	1.022960696	0.8119	0.385672938	0.665633707	0.363346095	0.407966121	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
group_transfer_coenzyme_metabolism_GO:0006752	31	26	2.653246536	0.19403	2.176975884	0.34796	0.62623942	0.145252215	0.016250763	0.019761738	0.09061503	0.086204845	0.279807012	0.22605589	0.35893385	0.300739694	0.228787639	0.796937118
growth_factor_binding_GO:0019838	21	18	1.698721275	0.50857	1.56311302	0.5692	0.53646882	0.455017009	0.130942319	0.197922267	0.243301501	0.28053189	0.268387063	0.420900367	0.598509034	0.716626207	0.807252109	0.854649863
growth_factor_GO:0008083	125	90	1.922546441	0.41357	1.391566719	0.6454	0.483038156	0.545634379	0.081881066	0.090923645	0.107880334	0.099137547	0.117654051	0.199648078	0.219602354	0.145140142	0.068575847	0.361960158
GTP_biosynthesis_GO:0006183	16	9	3.320729141	0.09111	2.133747229	0.35854	0.636619605	0.192534493	0.123014772	0.180828505	0.146882411	0.052441244	0.107013032	0.28761675	0.201432543	0.142351207	0.89852464	0.924512343
GTP_pyrophosphokinase_GO:0008728	11	7	1.791940054	0.46808	1.536119249	0.58206	0.492735639	0.405540627	0.293566908	0.316051075	0.384158582	0.451723376	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
GTPase_activator_GO:0005096	96	76	2.246289631	0.29896	1.545900422	0.57758	0.559072865	0.221622959	0.009195295	0.079428211	0.066451248	0.0777185	0.045234964	0.138894444	0.274246947	0.244802582	0.370088591	0.345158668
GTPase_inhibitor_GO:0005095	10	8	2.828315988	0.15863	2.872323865	0.18649	0.632601351	0.263577682	0.264348341	0.145307994	0.119173903	0.163150536	0.089518529	0.680881926	0.796124424	0.862431873	0.909276217	0.932614204
guanylate_cyclase_activator_GO:0030250	5	4	0.347409482	0.99667	0.208599071	0.99868	0.064369272	0.887696977	0.036501501	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
guanylate_cyclase_GO:0004383	5	4	2.090026209	0.35091	1.248730843	0.70261	0.064369272	0.575408313	0.036501501	0.22814733	0.455323628	0.635070734	0.746739832	0.82519488	0.892282934	0.928688831	0.953570762	0.965727687
guanylate_cyclase_regulator_GO:0030249	17	16	0.347409482	0.99667	0.208599071	0.99868	0.484125906	0.887696977	0.173051399	0.172984418	0.243838987	0.312961053	0.377144221	0.365477786	0.293530231	0.222491487	0.158410895	0.122049749
guanylate_kinase_GO:0004385	25	17	1.623738988	0.54243	1.518780883	0.58827	0.470574025	0.462644356	0.189494943	0.113658813	0.130364834	0.144976499	0.28875588	0.441651982	0.615840951	0.73002933	0.816922162	0.862147705
guanyl-nucleotide_exchange_factor_GO:0005085	96	77	2.007906625	0.38148	1.320038921	0.67224	0.524043908	0.377820722	0.052218768	0.055646601	0.118084914	0.135843212	0.16272423	0.197374539	0.197811454	0.34698152	0.398816988	0.509514111
guanyl-nucleotide_release_factor_GO:0019839	46	34	2.325601097	0.27498	2.052845915	0.3857	0.594418813	0.180276681	0.033986489	0.019435518	0.112846177	0.147389296	0.269333039	0.265895651	0.373781204	0.339347937	0.667082848	0.743071096
hearing_GO:0007605	34	22	1.863580166	0.43765	0.698454509	0.9281	0.393692179	0.752967281	0.0123613	0.138732238	0.21591939	0.275053556	0.266266183	0.194614237	0.103071322	0.053461178	0.025274678	0.825296165
heart_development_GO:0007507	24	15	2.288727175	0.28573	1.312158406	0.67566	0.507571549	0.39656407	0.197933513	0.210082709	0.159469833	0.051811218	0.201611772	0.359478518	0.283116362	0.757587172	0.836607538	0.877338514
heat_shock_protein_GO:0003773	47	34	2.838315649	0.15714	2.208055527	0.33887	0.608523075	0.114239593	0.057729017	0.036730411	0.038323463	0.016535228	0.021048128	0.139362271	0.178163921	0.104226502	0.667082848	0.743071096
heat_shock_response_GO:0006951	57	42	2.666171528	0.19111	1.68389603	0.51821	0.583463141	0.161276296	0.095941777	0.102198177	0.056476231	0.019680328	0.017790168	0.087188629	0.083647501	0.138144383	0.606323693	0.692798774
heavy_metal_ion_homeostasis_GO:0030006	21	17	4.045306031	0.03903	3.049102031	0.15856	0.723197601	0.059699075	0.004649981	0.003262721	0.004238908	0.005371992	0.022536659	0.00610771	0.010031583	0.034488868	0.16633981	0.128565886
heavy_metal_ion_porter_GO:0005373	13	12	2.592349788	0.20681	2.273998171	0.31926	0.622444874	0.233572684	0.182093169	0.087346122	0.104240921	0.097791402	0.157685637	0.332100486	0.710288953	0.800873112	0.867019182	0.900620903
heavy_metal_ion_transport_GO:0006823	24	21	2.544982841	0.21759	1.802254897	0.47183	0.603280104	0.204693354	0.11356444	0.138427346	0.158833711	0.046952809	0.042381739	0.057663949	0.334214414	0.266340308	0.778916578	0.832540017
heavy_metal_ion_transporter_GO:0015076	16	15	2.442601754	0.24211	2.261526409	0.32272	0.600644045	0.260706529	0.198164311	0.089752855	0.076147138	0.051811218	0.201611772	0.359478518	0.652018197	0.757587172	0.836607538	0.877338514
heavy_metal_response_GO:0009412	16	12	2.098005784	0.34823	1.593470038	0.55666	0.482586915	0.475947926	0.182093169	0.234679838	0.246255415	0.36965538	0.378760262	0.332100486	0.246642811	0.179613003	0.867019182	0.900620903
heavy_metal_sensitivity/resistance_GO:0009634	14	10	2.125560044	0.33943	1.593470038	0.55666	0.453005069	0.517390337	0.243953754	0.266496678	0.304173875	0.386545575	0.36522222	0.304611602	0.217548119	0.155285979	0.887898911	0.916479896
helicase_GO:0004386	120	94	2.008045859	0.38062	1.649474432	0.53091	0.555562473	0.199774779	0.047787581	0.035815039	0.010069322	0.133030792	0.104724781	0.115254155	0.067664513	0.174094333	0.325181495	0.438663128
hematopoeitin/interferon-class_(D200-domain)_cytokine_receptor_GO:0004896	24	22	1.531946539	0.58469	1.078599518	0.78571	0.348045356	0.746479289	0.029906785	0.040501478	0.144084521	0.275053556	0.20028329	0.347176175	0.533905133	0.665414684	0.769691946	0.825296165
hematopoeitin/interferon-class_(D200-domain)_cytokine_receptor_ligand_GO:0005126	8	4	1.139292981	0.77695	0.695609871	0.92939	0.706735408	0.894348819	0.100271249	0.273412745	0.395968463	0.305396706	0.226278927	0.162449802	0.892282934	0.928688831	0.953570762	0.965727687
hematopoeitin/interferon-class_(D200-domain)_cytokine_receptor_signal_transducer_GO:0005062	60	43	3.048586688	0.12383	3.140925178	0.14514	0.423578177	0.238226157	0.053032376	0.103242938	0.136684602	0.195980023	0.140708201	0.268246664	0.292839473	0.450591081	0.599124793	0.68675546
heme_biosynthesis_GO:0006783	11	9	1.991622686	0.38754	1.326880258	0.66952	0.44421651	0.54436893	0.201982731	0.258803668	0.28980653	0.38969625	0.353574361	0.28761675	0.77374303	0.846615073	0.89852464	0.924512343
heme_metabolism_GO:0042168	12	10	1.845680671	0.44523	1.326880258	0.66952	0.422640599	0.601108846	0.147134357	0.223568331	0.297605113	0.386545575	0.36522222	0.304611602	0.751988218	0.831086475	0.887898911	0.916479896
heme-copper_terminal_oxidase_GO:0015002	19	16	1.980401439	0.39134	1.856629786	0.45149	0.517172403	0.412866279	0.125184738	0.211219713	0.243838987	0.282287313	0.214219681	0.365477786	0.633672558	0.743681454	0.826706857	0.869710404
hemocyte_development_GO:0007516	9	7	1.670260352	0.52152	0.860367398	0.87937	0.427003085	0.642680406	0.228008245	0.316051075	0.250464626	0.137044466	0.599797496	0.714408897	0.819150366	0.87854219	0.920155117	0.94078607
