class	size	virtual_size	raw score (mean)	pval (mean)	raw score (median)	pval (median)	aroc rate	log-3	log-4	log-5	log-6
eye morphogenesis(GO:0001654)	15	13	0.523030157	0.51567	0.223755865	0.95003	0.414729197	0.830874657	0.958922335	0.985146523	0.995522395
eye pigment biosynthesis(GO:0006726)	7	6	0.767118859	0.30207	0.911917093	0.39839	0.622104617	0.918073823	0.980834526	0.993119687	0.997931748
eye-antennal disc metamorphosis(GO:0007455)	11	9	0.345749637	0.74443	0.192886618	0.96389	0.310136699	0.879643561	0.971385102	0.989695533	0.996898693
facit collagen(GO:0005593)	5	4	0.692322278	0.35255	0.640563721	0.57875	0.642914654	0.94461449	0.98718332	0.995408376	0.998620848
F-actin capping(GO:0003782)	10	6	0.46525707	0.5868	0.403598656	0.80514	0.453347906	0.918073823	0.980834526	0.993119687	0.997931748
fat-soluble vitamin metabolism(GO:0006775)	8	7	0.716406042	0.33733	0.516275804	0.69716	0.558985486	0.905082213	0.977674912	0.991977119	0.997587317
fatty acid beta-oxidation(GO:0006635)	11	8	0.558857262	0.48229	0.348366359	0.8605	0.410644419	0.892272972	0.974525114	0.990835735	0.997242965
fatty acid binding(GO:0005504)	5	4	0.43842629	0.62422	0.469350931	0.74743	0.411375661	0.94461449	0.98718332	0.995408376	0.998620848
fatty acid biosynthesis(GO:0006633)	28	23	0.964440891	0.1932	0.724207387	0.51348	0.607156998	0.238271251	0.92843627	0.973856214	0.992087193
fatty acid metabolism(GO:0006631)	84	71	0.856848154	0.2472	0.623585478	0.5955	0.545821585	0.186744419	0.794649094	0.921266845	0.975708192
fatty acid oxidation(GO:0019395)	12	9	0.512172704	0.52683	0.312040315	0.88553	0.379406913	0.879643561	0.971385102	0.989695533	0.996898693
fatty-acid ligase(GO:0015645)	4	4	0.26297106	0.84816	0.208148713	0.95971	0.25868415	0.94461449	0.98718332	0.995408376	0.998620848
Fe2S2 electron transfer carrier(GO:0009492)	7	4	0.938734563	0.20637	0.916286018	0.39839	0.641534392	0.94461449	0.98718332	0.995408376	0.998620848
feeding behavior(GO:0007631)	8	7	0.432986585	0.62422	0.355005358	0.84964	0.415010602	0.905082213	0.977674912	0.991977119	0.997587317
female meiosis I(GO:0007144)	6	5	0.719287332	0.33733	0.508022325	0.70846	0.494765904	0.931250379	0.984003986	0.994263439	0.998276259
female meiosis(GO:0007143)	8	7	0.894356928	0.22568	0.511181457	0.69716	0.569604024	0.905082213	0.977674912	0.991977119	0.997587317
female meiotic recombination(GO:0007145)	6	5	0.719287332	0.33733	0.508022325	0.70846	0.494765904	0.931250379	0.984003986	0.994263439	0.998276259
ferric iron binding(GO:0008199)	5	5	0.456910747	0.59923	0.501044688	0.70846	0.415023582	0.931250379	0.984003986	0.994263439	0.998276259
fertilization (sensu Animalia)(GO:0007338)	21	15	0.607075398	0.43212	0.47133007	0.73561	0.475519214	0.807505697	0.952748913	0.982879083	0.994834721
fertilization(GO:0009566)	21	15	0.607075398	0.43212	0.47133007	0.73561	0.475519214	0.807505697	0.952748913	0.982879083	0.994834721
FGF receptor signaling pathway(GO:0008543)	9	8	0.419530333	0.65065	0.366754809	0.84094	0.390319333	0.892272972	0.974525114	0.990835735	0.997242965
fibrillar collagen(GO:0005583)	8	6	2.165817472	0.01355	2.191315816	0.06901	0.821042338	0.002813335	0.980834526	0.993119687	0.997931748
fibrinogen(GO:0005577)	11	8	0.558555753	0.48229	0.563168133	0.65095	0.514686421	0.892272972	0.974525114	0.990835735	0.997242965
fibrinogen(GO:0008001)	11	8	0.558555753	0.48229	0.563168133	0.65095	0.514686421	0.892272972	0.974525114	0.990835735	0.997242965
fibroblast growth factor receptor ligand(GO:0005162)	14	14	0.380995598	0.69111	0.296027185	0.90215	0.377006975	0.81910752	0.955830818	0.984012215	0.995178518
fibroblast growth factor receptor(GO:0005007)	6	4	0.436571113	0.62422	0.568864703	0.65095	0.442402807	0.94461449	0.98718332	0.995408376	0.998620848
filopodium(GO:0030175)	5	5	0.56853569	0.47259	0.199897003	0.96389	0.374485218	0.931250379	0.984003986	0.994263439	0.998276259
FK506 binding(GO:0005528)	6	4	1.163912082	0.12356	0.581592634	0.63408	0.600069013	0.054217257	0.98718332	0.995408376	0.998620848
flagellum(GO:0019861)	5	5	0.60801179	0.43212	0.459212692	0.75799	0.544875187	0.931250379	0.984003986	0.994263439	0.998276259
flavin-containing electron transporter(GO:0015933)	99	70	0.680156178	0.36029	0.459882092	0.75799	0.494302603	0.367529168	0.797236323	0.922335848	0.976047568
flavodoxin(GO:0009457)	6	5	0.845264797	0.25256	0.351578509	0.84964	0.522374324	0.931250379	0.984003986	0.994263439	0.998276259
fluid transport(GO:0042044)	8	6	0.913525219	0.21597	0.430499683	0.77592	0.422745053	0.918073823	0.980834526	0.993119687	0.997931748
focal adhesion(GO:0005925)	13	9	0.472836301	0.57447	0.442424231	0.76633	0.437628675	0.879643561	0.971385102	0.989695533	0.996898693
folate binding(GO:0005542)	6	4	0.950045941	0.1974	1.673862895	0.1417	0.483063032	0.94461449	0.98718332	0.995408376	0.998620848
frizzled receptor signaling pathway(GO:0007222)	13	10	0.629672767	0.41264	0.67859629	0.55323	0.528188306	0.867191477	0.968254847	0.988556511	0.996554499
frizzled receptor(GO:0004928)	10	8	0.613831391	0.42269	0.703466434	0.52817	0.527373418	0.892272972	0.974525114	0.990835735	0.997242965
frizzled-2 receptor signaling pathway(GO:0007223)	15	14	0.42400443	0.63742	0.407127374	0.80514	0.389657498	0.81910752	0.955830818	0.984012215	0.995178518
fructose metabolism(GO:0006000)	14	11	0.946594233	0.20197	0.646761886	0.57875	0.637022929	0.85491425	0.965134321	0.98741867	0.996210385
"fructose-2,6-bisphosphatase(GO:0004331)"	6	5	1.262100364	0.09894	1.27093002	0.23651	0.71314851	0.931250379	0.984003986	0.994263439	0.998276259
fructose-bisphosphate aldolase(GO:0004332)	8	5	0.720688034	0.33041	0.593323592	0.62611	0.628666743	0.931250379	0.984003986	0.994263439	0.998276259
fucosyltransferase(GO:0008417)	4	4	1.030856445	0.16566	0.787386303	0.4725	0.531458477	0.94461449	0.98718332	0.995408376	0.998620848
G1 phase of mitotic cell cycle(GO:0000080)	14	11	0.927189559	0.21077	0.615180547	0.60711	0.608882656	0.135049501	0.965134321	0.98741867	0.996210385
G1/S transition of mitotic cell cycle(GO:0000082)	59	45	0.857561255	0.2472	0.590010439	0.62611	0.564919039	0.341246998	0.864621539	0.949426415	0.984557584
G2/M transition of mitotic cell cycle(GO:0000086)	47	35	0.788191788	0.28855	0.429743922	0.78572	0.537913293	0.30588103	0.893085618	0.960461645	0.987975393
GABA receptor(GO:0016917)	23	22	0.420875678	0.63742	0.237662855	0.94434	0.3198269	0.730732192	0.931442308	0.974979981	0.992430357
GABA-A receptor(GO:0004890)	23	22	0.420875678	0.63742	0.237662855	0.94434	0.3198269	0.730732192	0.931442308	0.974979981	0.992430357
galactose binding lectin(GO:0005531)	7	6	1.071114935	0.15167	0.972075791	0.36629	0.685994784	0.918073823	0.980834526	0.993119687	0.997931748
galactose binding(GO:0005534)	7	6	1.071114935	0.15167	0.972075791	0.36629	0.685994784	0.918073823	0.980834526	0.993119687	0.997931748
galactose metabolism(GO:0006012)	7	5	0.487314169	0.56274	0.310025999	0.88553	0.41226274	0.931250379	0.984003986	0.994263439	0.998276259
galactosyltransferase(GO:0008378)	9	7	0.796506897	0.28231	0.461427523	0.74743	0.515985338	0.905082213	0.977674912	0.991977119	0.997587317
gametogenesis(GO:0007276)	116	87	0.703677483	0.34467	0.467082632	0.74743	0.47738992	0.090530808	0.75433822	0.904313765	0.970288857
gamma DNA-directed DNA polymerase(GO:0003895)	13	11	0.44657146	0.61154	0.340120864	0.8605	0.411858891	0.85491425	0.965134321	0.98741867	0.996210385
gamma-amino butyric acid signaling pathway(GO:0007214)	14	14	0.402351432	0.6643	0.237662855	0.94434	0.317060933	0.81910752	0.955830818	0.984012215	0.995178518
gamma-tubulin ring complex(GO:0008274)	13	9	0.669725265	0.37734	0.491617899	0.71782	0.493216199	0.879643561	0.971385102	0.989695533	0.996898693
gap junction(GO:0005921)	9	7	0.938958991	0.20637	0.736676452	0.50656	0.622433716	0.905082213	0.977674912	0.991977119	0.997587317
gap-junction forming channel(GO:0005243)	8	6	0.779357293	0.29527	0.736676452	0.50656	0.568415401	0.918073823	0.980834526	0.993119687	0.997931748
gas transport(GO:0015669)	8	4	0.523100301	0.51567	0.513087955	0.69716	0.418018173	0.94461449	0.98718332	0.995408376	0.998620848
gastrulation(GO:0007369)	5	4	0.901245675	0.22083	0.962712977	0.3719	0.532436163	0.94461449	0.98718332	0.995408376	0.998620848
GDP-dissociation inhibitor(GO:0005092)	9	8	0.564763278	0.47259	0.515832605	0.69716	0.436665708	0.892272972	0.974525114	0.990835735	0.997242965
gene silencing(GO:0016458)	7	7	0.810868608	0.26998	0.57811486	0.6429	0.640350445	0.905082213	0.977674912	0.991977119	0.997587317
general regulation of protein biosynthesis(GO:0006417)	7	7	0.612900626	0.42269	0.454344103	0.75799	0.556914378	0.905082213	0.977674912	0.991977119	0.997587317
general RNA polymerase II transcription factor(GO:0016251)	30	22	0.663871513	0.37734	0.554237051	0.66075	0.512385263	0.730732192	0.931442308	0.974979981	0.992430357
genetic exchange(GO:0009292)	4	4	0.764771974	0.30207	0.511538126	0.69716	0.586726478	0.94461449	0.98718332	0.995408376	0.998620848
germ-cell migration(GO:0008354)	8	5	0.878285917	0.23621	0.859327949	0.43069	0.684481767	0.931250379	0.984003986	0.994263439	0.998276259
gluconeogenesis(GO:0006094)	17	8	1.342502297	0.08307	1.318918124	0.22641	0.687945915	0.892272972	0.974525114	0.990835735	0.997242965
glucose catabolism(GO:0006007)	131	93	0.75904474	0.30872	0.521888237	0.68753	0.539526282	0.356059095	0.224559649	0.898029105	0.968261792
glucose transport(GO:0015758)	12	9	0.607842435	0.43212	0.307502948	0.89436	0.408396312	0.879643561	0.971385102	0.989695533	0.996898693
glucose transporter(GO:0005355)	11	8	0.6309876	0.40373	0.414734	0.7954	0.400704833	0.892272972	0.974525114	0.990835735	0.997242965
glutamate channel(GO:0015259)	23	17	0.760857297	0.30207	0.488849544	0.72676	0.525664568	0.784788813	0.946613824	0.98061634	0.994147364
glutamate metabolism(GO:0006536)	7	6	0.344347699	0.74443	0.229982783	0.95003	0.323324129	0.918073823	0.980834526	0.993119687	0.997931748
glutamate receptor(GO:0008066)	31	25	0.637285694	0.40373	0.4622086	0.74743	0.473506284	0.700088376	0.922452234	0.971612177	0.991401102
glutamate signaling pathway(GO:0007215)	22	18	0.721500006	0.33041	0.4622086	0.74743	0.523726318	0.773669239	0.943560583	0.979486728	0.993803804
glutamate transporter(GO:0005313)	5	4	0.357679232	0.73032	0.387091169	0.82296	0.3507879	0.94461449	0.98718332	0.995408376	0.998620848
glutamate-gated ion channel(GO:0005234)	23	17	0.760857297	0.30207	0.488849544	0.72676	0.525664568	0.784788813	0.946613824	0.98061634	0.994147364
glutamine amidotransferase(GO:0016003)	5	4	0.772109131	0.29527	0.814894342	0.45388	0.43268346	0.94461449	0.98718332	0.995408376	0.998620848
glutamine biosynthesis(GO:0006542)	6	4	0.506543893	0.53843	0.580908746	0.63408	0.521796641	0.94461449	0.98718332	0.995408376	0.998620848
glutamine family amino acid biosynthesis(GO:0009084)	10	7	0.367610183	0.71737	0.298701482	0.90215	0.373703503	0.905082213	0.977674912	0.991977119	0.997587317
glutamine family amino acid catabolism(GO:0009065)	10	7	0.490370295	0.55061	0.229233752	0.95003	0.401959334	0.905082213	0.977674912	0.991977119	0.997587317
glutamine family amino acid metabolism(GO:0009064)	28	21	0.508922618	0.53843	0.283658957	0.90953	0.408178161	0.741239564	0.93445773	0.976104915	0.9927736
glutamine metabolism(GO:0006541)	11	8	0.660899066	0.37734	0.580908746	0.63408	0.501050058	0.892272972	0.974525114	0.990835735	0.997242965
glutathione biosynthesis(GO:0006750)	6	5	0.556857543	0.48229	0.229982783	0.95003	0.350189808	0.931250379	0.984003986	0.994263439	0.998276259
glutathione conjugation reaction(GO:0006803)	18	10	0.82187783	0.26413	0.638572497	0.58591	0.582205341	0.867191477	0.968254847	0.988556511	0.996554499
glutathione metabolism(GO:0006749)	6	5	0.556857543	0.48229	0.229982783	0.95003	0.350189808	0.931250379	0.984003986	0.994263439	0.998276259
glutathione peroxidase(GO:0004602)	6	5	0.64647427	0.39468	0.562734723	0.65095	0.551846313	0.931250379	0.984003986	0.994263439	0.998276259
glutathione transferase(GO:0004364)	27	18	0.710414422	0.33733	0.638572497	0.58591	0.554749104	0.773669239	0.943560583	0.979486728	0.993803804
glycerol metabolism(GO:0006071)	15	11	0.862855411	0.2417	0.546099423	0.67003	0.579695888	0.85491425	0.965134321	0.98741867	0.996210385
glycerol-3-phosphate dehydrogenase (NAD+)(GO:0004367)	6	5	0.700554477	0.34467	0.802893194	0.46015	0.5829518	0.931250379	0.984003986	0.994263439	0.998276259
glycerol-3-phosphate dehydrogenase complex(GO:0009331)	7	6	0.940410023	0.20197	1.013966746	0.34682	0.646149716	0.918073823	0.980834526	0.993119687	0.997931748
glycerol-3-phosphate metabolism(GO:0006072)	7	6	0.940410023	0.20197	1.013966746	0.34682	0.646149716	0.918073823	0.980834526	0.993119687	0.997931748
glycerophosphodiester phosphodiesterase(GO:0008889)	7	4	0.825712491	0.26413	0.518581739	0.69716	0.480129975	0.94461449	0.98718332	0.995408376	0.998620848
glycerophospholipid metabolism(GO:0006650)	19	12	0.665124512	0.37734	0.629452679	0.5955	0.566275232	0.842809444	0.962023493	0.986282008	0.99586635
glycine catabolism(GO:0006546)	4	4	0.506291988	0.53843	0.665888189	0.56241	0.418679549	0.94461449	0.98718332	0.995408376	0.998620848
glycine metabolism(GO:0006544)	4	4	0.506291988	0.53843	0.665888189	0.56241	0.418679549	0.94461449	0.98718332	0.995408376	0.998620848
glycogen biosynthesis(GO:0005978)	11	9	0.960499062	0.1932	0.492160313	0.71782	0.597511541	0.113664693	0.971385102	0.989695533	0.996898693
glycogen catabolism(GO:0005980)	4	4	0.761672021	0.30207	0.765675104	0.48635	0.629802162	0.94461449	0.98718332	0.995408376	0.998620848
glycogen metabolism(GO:0005977)	24	21	0.82395837	0.26413	0.507278713	0.70846	0.576889094	0.223801496	0.93445773	0.976104915	0.9927736
glycolipid metabolism(GO:0006664)	7	6	0.640104595	0.39468	0.462514622	0.74743	0.560534591	0.918073823	0.980834526	0.993119687	0.997931748
glycolysis(GO:0006096)	127	89	0.773004167	0.29527	0.521888237	0.68753	0.544500725	0.360767591	0.217618856	0.902214494	0.969612855
glycopeptide hormone(GO:0005181)	7	6	0.824056284	0.26413	0.723016896	0.51348	0.559614205	0.918073823	0.980834526	0.993119687	0.997931748
glycoprotein biosynthesis(GO:0009101)	77	60	0.581367581	0.4515	0.41241025	0.7954	0.472974068	0.424238415	0.82355939	0.933087444	0.979445665
glycoprotein metabolism(GO:0009100)	81	63	0.61147072	0.42269	0.462514622	0.74743	0.490138877	0.406370497	0.815575719	0.929850183	0.978425409
glycosaminoglycan binding(GO:0005539)	72	57	0.69844127	0.35255	0.460656629	0.74743	0.504481897	0.36448749	0.831618395	0.936334845	0.98046663
glycosaminoglycan biosynthesis(GO:0006024)	10	7	0.982624345	0.18496	0.576602128	0.6429	0.624981508	0.905082213	0.977674912	0.991977119	0.997587317
glycosaminoglycan catabolism(GO:0006027)	7	4	0.906036122	0.22083	0.612897455	0.60711	0.593023925	0.94461449	0.98718332	0.995408376	0.998620848
glycosaminoglycan metabolism(GO:0030203)	17	11	0.954774082	0.1974	0.600843501	0.61558	0.613424448	0.85491425	0.965134321	0.98741867	0.996210385
glycosphingolipid biosynthesis(GO:0006688)	6	5	0.380493546	0.69111	0.41241025	0.7954	0.399263775	0.931250379	0.984003986	0.994263439	0.998276259
glycosphingolipid metabolism(GO:0006687)	11	10	0.731395218	0.32322	0.436554514	0.77592	0.479086096	0.12452084	0.968254847	0.988556511	0.996554499
glycosyltransferase(GO:0016932)	100	77	0.75474098	0.30872	0.53129386	0.67962	0.553462777	0.370385345	0.779294907	0.91487621	0.973673583
Golgi membrane(GO:0000139)	53	40	0.663490224	0.37734	0.574309305	0.6429	0.484133172	0.564974268	0.878742451	0.954929683	0.986265502
"Golgi membrane, integral protein(GO:0030173)"	5	5	0.329253195	0.77103	0.185265096	0.96781	0.320418728	0.931250379	0.984003986	0.994263439	0.998276259
Golgi organization and biogenesis(GO:0007030)	4	4	0.871458061	0.23621	0.304200599	0.89436	0.459253508	0.94461449	0.98718332	0.995408376	0.998620848
Golgi stack(GO:0005795)	7	7	0.561667942	0.47259	0.432436101	0.77592	0.496260499	0.905082213	0.977674912	0.991977119	0.997587317
Golgi trans-face(GO:0005802)	26	18	0.879653209	0.23621	0.606386194	0.61558	0.557584485	0.773669239	0.943560583	0.979486728	0.993803804
Golgi vesicle(GO:0005798)	8	6	0.416716778	0.65065	0.32740899	0.8775	0.344358797	0.918073823	0.980834526	0.993119687	0.997931748
Golgi-plasma membrane transport vesicle(GO:0005808)	10	5	0.874903517	0.23621	0.596290594	0.62611	0.575106407	0.931250379	0.984003986	0.994263439	0.998276259
gonad development(GO:0008406)	17	8	0.761048956	0.30207	0.68494957	0.54359	0.636795167	0.892272972	0.974525114	0.990835735	0.997242965
GPI anchor biosynthesis(GO:0006506)	6	4	0.408239988	0.6643	0.337876702	0.8687	0.329796411	0.94461449	0.98718332	0.995408376	0.998620848
GPI anchor metabolism(GO:0006505)	8	5	0.337757712	0.75765	0.201979158	0.95971	0.271390774	0.931250379	0.984003986	0.994263439	0.998276259
GPI/GSI anchor biosynthesis(GO:0042080)	6	4	0.408239988	0.6643	0.337876702	0.8687	0.329796411	0.94461449	0.98718332	0.995408376	0.998620848
GPI/GSI anchor metabolism(GO:0042079)	8	5	0.337757712	0.75765	0.201979158	0.95971	0.271390774	0.931250379	0.984003986	0.994263439	0.998276259
GPI-anchored membrane-bound receptor(GO:0015025)	10	8	0.203173621	0.91466	0.147042667	0.98268	0.195008631	0.892272972	0.974525114	0.990835735	0.997242965
G-protein activated inward rectifier potassium channel(GO:0015467)	6	4	0.760087962	0.30207	1.042878034	0.3317	0.538014723	0.94461449	0.98718332	0.995408376	0.998620848
G-protein chemoattractant receptor(GO:0001637)	13	12	0.690191258	0.35255	0.419684033	0.7954	0.451607951	0.145257676	0.962023493	0.986282008	0.99586635
G-protein coupled photoreceptor(GO:0008020)	16	12	0.932200735	0.20637	0.623585478	0.5955	0.580272853	0.842809444	0.962023493	0.986282008	0.99586635
"G-protein coupled receptor, unknown ligand(GO:0016526)"	5	5	0.878911789	0.23621	0.194509337	0.96389	0.425054642	0.066820556	0.984003986	0.994263439	0.998276259
"G-protein signaling, adenylate cyclase activating pathway(GO:0007189)"	21	21	0.543588466	0.49338	0.396819889	0.81458	0.449689107	0.741239564	0.93445773	0.976104915	0.9927736
"G-protein signaling, adenylate cyclase inhibiting pathway(GO:0007193)"	14	11	0.571385168	0.46239	0.313804504	0.88553	0.37589083	0.85491425	0.965134321	0.98741867	0.996210385
"G-protein signaling, coupled to cAMP nucleotide second messenger(GO:0007188)"	40	35	0.67169358	0.36856	0.396819889	0.81458	0.458871061	0.30588103	0.893085618	0.960461645	0.987975393
"G-protein signaling, coupled to cyclic nucleotide second messenger(GO:0007187)"	55	45	0.658518035	0.3857	0.432436101	0.77592	0.482409441	0.341246998	0.864621539	0.949426415	0.984557584
"G-protein signaling, coupled to IP3 second messenger (phospholipase C activating)(GO:0007200)"	34	28	0.648729676	0.39468	0.54178381	0.67003	0.49328143	0.670719619	0.91354586	0.968254847	0.990372559
group transfer coenzyme metabolism(GO:0006752)	31	19	0.640799575	0.39468	0.427376969	0.78572	0.501082468	0.762705954	0.940516839	0.978358287	0.993460324
growth factor binding(GO:0019838)	17	15	0.879680155	0.23621	0.722209772	0.51348	0.549310914	0.174027335	0.952748913	0.982879083	0.994834721
