GO:0000001	mitochondrion inheritance
GO:0016882	cyclo-ligase
GO:0016883	other carbon-nitrogen ligase
GO:0016884	carbon-nitrogen ligase, with glutamine as amido-N-donor
GO:0016885	ligase, forming carbon-carbon bonds
GO:0016886	ligase, forming phosphoric ester bonds
GO:0016887	ATPase
GO:0016888	endodeoxyribonuclease, producing 5'-phosphomonoesters
GO:0016889	endodeoxyribonuclease, producing other than 5'-phosphomonoesters
GO:0001689	cytoplasmic dynein intermediate light chain
GO:0016890	site-specific endodeoxyribonuclease, specific for altered base
GO:0016891	endoribonuclease, producing 5'-phosphomonoesters
GO:0016892	endoribonuclease, producing other than 5'-phosphomonoesters
GO:0016893	endoribonuclease, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters
GO:0016894	endoribonuclease, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters
GO:0016895	exodeoxyribonuclease, producing 5'-phosphomonoesters
GO:0016896	exoribonuclease, producing 5'-phosphomonoesters
GO:0016897	exoribonuclease, producing 3'-phosphomonoesters
GO:0016898	oxidoreductase, acting on the CH-OH group of donors, cytochrome as acceptor
GO:0016899	oxidoreductase, acting on the CH-OH group of donors, oxygen as acceptor
GO:0000169	activation of MAPK (osmolarity sensing)
GO:0001690	cytoplasmic dynein light chain
GO:0016900	oxidoreductase, acting on the CH-OH group of donors, disulfide as acceptor
GO:0016901	oxidoreductase, acting on the CH-OH group of donors, quinone or similar compound as acceptor
GO:0016902	oxidoreductase, acting on the CH-OH group of donors, other acceptors
GO:0016903	oxidoreductase, acting on the aldehyde or oxo group of donors
GO:0016905	myosin heavy chain kinase
GO:0016906	sterol glucosyltransferase
GO:0016907	G-protein coupled acetylcholine receptor
GO:0016908	MAP kinase 2
GO:0016909	SAP kinase
GO:0001691	pseudophosphatase
GO:0016910	SAP kinase 3
GO:0016911	SAP kinase 4
GO:0016912	SAP kinase 5
GO:0016913	follicle-stimulating hormone
GO:0016914	follicle-stimulating hormone complex
GO:0016915	activin
GO:0016916	inhibin
GO:0016917	GABA receptor
GO:0016918	retinal binding
GO:0016919	nardilysin
GO:0016920	pyroglutamyl-peptidase
GO:0016921	pyroglutamyl-peptidase II
GO:0016922	ligand-dependent nuclear receptor interactor
GO:0016923	ligand-dependent thyroid hormone receptor interactor
GO:0016924	double-strand break repair via homologous recombination
GO:0016925	protein sumoylation
GO:0016926	protein desumoylation
GO:0016927	sumoylation
GO:0016928	desumoylation
GO:0016929	SUMO-specific protease
GO:0016931	vasopressin activated calcium mobilizing receptor
GO:0016932	glycosyltransferase
GO:0016933	glycine-gated ion channel
GO:0016934	glycine-gated chloride channel
GO:0016935	glycine-gated chloride channel
GO:0016936	galactoside binding
GO:0016937	short branched-chain acyl-CoA dehydrogenase
GO:0016938	kinesin I complex
GO:0016939	kinesin II complex
GO:0016941	natriuretic peptide receptor
GO:0016942	insulin-like growth factor receptor binding protein complex
GO:0016943	Pol I transcription elongation factor
GO:0016944	Pol II transcription elongation factor
GO:0016945	Pol III transcription elongation factor
GO:0016946	cathepsin F
GO:0016947	N5,N10-methylenetetrahydromethanopterin dehydrogenase
GO:0016948	iron hydrogenase
GO:0016949	nickel hydrogenase
GO:0016950	nickel-iron hydrogenase
GO:0016951	nickel-iron-selenium hydrogenase
GO:0016952	heme catalase
GO:0016953	manganese catalase
GO:0016954	nickel superoxide dismutase
GO:0016955	heme chloroperoxidase
GO:0016956	cofactor-free chloroperoxidase
GO:0016957	vanadium chloroperoxidase
GO:0016958	flavin-heme chloroperoxidase
GO:0016959	class I ribonucleotide reductase
GO:0016960	class II ribonucleotide reductase
GO:0016961	class III ribonucleotide reductase
GO:0016962	receptor-associated protein
GO:0016963	alpha-2 macroglobulin receptor-associated protein
GO:0016964	alpha-2 macroglobulin receptor
GO:0016965	NAD synthase
GO:0016966	nitric oxide reductase
GO:0016967	cytochrome bc nitric oxide reductase
GO:0016968	P450 nitric oxide reductase
GO:0016969	hemerythrin
GO:0016970	hemocyanin
GO:0016971	flavin-linked sulfhydryl oxidase
GO:0016972	sulfhydryl oxidase
GO:0016973	poly(A)+ mRNA-nucleus export
GO:0016974	sodium channel auxiliary protein
GO:0016975	alpha2-macroglobulin
GO:0016976	NEDD8 conjugating enzyme
GO:0016977	chitosanase
GO:0016978	lipoate-protein ligase B
GO:0016979	lipoate-protein ligase
GO:0016980	creatinase
GO:0016983	cytokine beta-glucosidase
GO:0016984	ribulose-bisphosphate carboxylase
GO:0016985	mannan endo-1,4-beta-mannosidase
GO:0016986	transcription initiation factor
GO:0016987	sigma factor
GO:0016988	transcription initiation factor antagonist
GO:0016989	sigma factor antagonist
GO:0016990	arginine deiminase
GO:0016991	gentamicin 3'-N-acetyltransferase
GO:0016992	lipoate synthase
GO:0016993	precorrin-8X methylmutase
GO:0016994	precorrin-6X reductase
GO:0016995	cholesterol oxidase
GO:0016996	endo-alpha-sialidase
GO:0016997	alpha-sialidase
GO:0016998	cell wall degradation
GO:0016999	antibiotic metabolism
GO:0000017	alpha-glucoside transport
GO:0000170	sphingosine hydroxylase
GO:0017000	antibiotic biosynthesis
GO:0017001	antibiotic catabolism
GO:0017002	activin receptor
GO:0017003	protein-heme linkage
GO:0017004	cytochrome biogenesis
GO:0017005	tyrosyl-DNA phosophodiesterase
GO:0017006	protein-tetrapyrrole linkage
GO:0017007	protein-bilin linkage
GO:0017008	protein-phycobiliviolin linkage
GO:0017009	protein-phycocyanobilin linkage
GO:0017010	protein-phycourobilin linkage
GO:0017011	protein-phycoerythrobilin linkage
GO:0017012	protein-phytochromobilin linkage
GO:0017013	protein amino acid flavinylation
GO:0017014	protein amino acid nitrosylation
GO:0017015	regulation of TGFbeta receptor signaling pathway
GO:0017016	RAS interactor
GO:0017017	MAP kinase phosphatase
GO:0017018	myosin phosphatase
GO:0017019	myosin phosphatase catalyst
GO:0017020	myosin phosphatase, regulator
GO:0017021	myosin phosphatase myosin binding
GO:0017022	myosin binding
GO:0017023	myosin phosphatase complex
GO:0017024	myosin I binding
GO:0017025	TATA-binding protein binding
GO:0017026	procollagen C-endopeptidase
GO:0017027	transmembrane receptor protein serine/threonine kinase receptor-associated protein
GO:0017028	protein stabilization
GO:0017029	lysosomal protein stabilization
GO:0017030	beta-galactosidase stabilization
GO:0017031	Rho interactor
GO:0017032	potassium:amino acid transporter
GO:0017033	DNA topoisomerase I binding
GO:0017034	RAP guanyl-nucleotide exchange factor
GO:0017039	dipeptidyl-peptidase III
GO:0017040	ceramidase
GO:0017041	galactosylgalactosylglucosylceramidase
GO:0017042	glycosylceramidase
GO:0017043	adrenocorticotropin
GO:0017044	alpha-melanocyte stimulating hormone
GO:0017045	adrenocorticotropin-releasing hormone
GO:0017046	polypeptide hormone binding
GO:0017047	adrenocorticotropin-releasing hormone binding
GO:0017048	Rho binding
GO:0017049	GTP-Rho binding
GO:0017050	D-erythro-sphingosine kinase
GO:0017051	retinol dehydratase
GO:0017052	insulin-like growth factor binding protein
GO:0017053	transcriptional repressor complex
GO:0017054	negative cofactor 2 complex
GO:0017055	inhibition of transcriptional pre-initiation complex formation
GO:0017056	structural constituent of nuclear pore
GO:0017057	6-phosphogluconolactonase
GO:0017058	FH1-domain binding
GO:0017059	serine C-palmitoyltransferase complex
GO:0017060	galactoside 3(4)-L-fucosyltransferase
GO:0017061	5'-methylthioadenosine phosphorylase
GO:0017062	cytochrome bc(1) complex biogenesis
GO:0017063	phosphatidylserine-specific phospholipase A1
GO:0017064	fatty acid amide hydrolase
GO:0017065	single-strand selective uracil DNA N-glycosylase
GO:0017066	cholesterol O-acyltransferase
GO:0017067	tyrosine-ester sulfotransferase
GO:0017068	glutamyl-tRNA(Gln) amidotransferase
GO:0017069	snRNA binding
GO:0017070	U6 snRNA binding
GO:0017071	intracellular cyclic nucleotide activated cation channel
GO:0017072	tubulin-specific chaperone
GO:0017074	procollagen N-endopeptidase
GO:0017075	syntaxin-1 binding
GO:0017076	purine nucleotide binding
GO:0017077	oxidative phosphorylation uncoupler
GO:0017078	HSC70-interacting
GO:0017080	sodium channel regulator
GO:0017081	chloride channel regulator
GO:0017082	mineralcorticoid receptor
GO:0017083	alpha(1,3)-fucosyltransferase
GO:0017084	delta-1-pyrroline-5-carboxyate synthetase
GO:0017085	insecticide response
GO:0017086	3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex
GO:0017087	mitochondrial processing peptidase complex
GO:0017088	Xaa-Pro dipeptidyl-peptidase
GO:0017089	glycolipid transfer
GO:0017090	meprin A complex
GO:0017091	AU-specific RNA binding
GO:0017092	sterol regulatory element-binding protein site 2 protease
GO:0017093	sterol regulatory element-binding protease
GO:0017094	sterol regulatory element-binding protein site 1 protease
GO:0017095	heparan sulfate 6-O-sulfotransferase
GO:0017096	acetylserotonin O-methyltransferase
GO:0017097	acetylserotonin N-methyltransferase
GO:0017098	sulfonylurea receptor ligand
GO:0017099	very long-chain acyl-CoA dehydrogenase
GO:0000171	ribonuclease MRP
GO:0017100	aminoacyl-tRNA synthetase auxiliary protein
GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
GO:0017102	methionyl glutamyl tRNA synthetase complex
GO:0017103	UTP-galactose-1-phosphate uridylyltransferase
GO:0017105	acyl-CoA delta(11)-desaturase
GO:0017106	activin inhibitor
GO:0017107	anion exchanger adaptor
GO:0017108	flap endonuclease
GO:0017109	glutamate-cysteine ligase complex
GO:0017110	nucleoside diphosphatase
GO:0017111	nucleoside triphosphatase
GO:0017112	RAB guanyl-nucleotide exchange factor
GO:0017113	dihydropyrimidine dehydrogenase
GO:0017114	wide-spectrum protease inhibitor
GO:0017116	single-stranded DNA dependent ATP dependent DNA helicase
GO:0017117	single-stranded DNA dependent ATP dependent DNA helicase complex
GO:0017118	lipoyltransferase
GO:0017119	Golgi transport complex
GO:0017120	polyphosphoinositide phosphatase
GO:0017121	phospholipid scrambling
GO:0017122	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase complex
GO:0017123	RAL GTPase activator
GO:0017124	SH3-domain binding
GO:0017125	deoxycytidyl transferase
GO:0017126	nucleologenesis
GO:0017127	cholesterol transporter
GO:0017128	phospholipid scramblase
GO:0017129	triglyceride binding
GO:0017130	poly(rC) binding
GO:0017131	uridine-rich cytoplasmic polyadenylation element binding
GO:0017132	cyclic nucleotide dependent guanyl-nucleotide exchange factor
GO:0017133	electron transfer flavoprotein (sensu Eukarya)
GO:0017134	fibroblast growth factor binding
GO:0017135	membrane-associated protein with guanylate kinase activity interacting
GO:0017136	NAD-dependent histone deacetylase
GO:0017137	RAB interactor
GO:0017139	arsenate sensitivity/resistance
GO:0017140	lipoic acid synthase
GO:0017141	antibiotic susceptibility/resistance
GO:0017142	toxin susceptibility/resistance
GO:0017143	insecticide metabolism
GO:0017144	drug metabolism
GO:0017145	stem cell renewal
GO:0017146	N-methyl-D-aspartate selective glutamate receptor complex
GO:0017147	Wnt-protein binding
GO:0017148	protein biosynthesis inhibition
GO:0017149	protein biosynthesis inhibitor
GO:0017150	tRNA dihydrouridine synthase
GO:0017151	DEAD/H-box RNA helicase binding
GO:0017153	sodium:dicarboxylate cotransporter
GO:0017154	semaphorin receptor
GO:0017155	sodium:hydrogen antiporter regulator
GO:0017156	calcium ion dependent exocytosis
GO:0017157	regulation of exocytosis
GO:0017158	regulation of calcium ion dependent exocytosis
GO:0017159	pantetheinase
GO:0017160	RAL interactor
GO:0017161	inositol-1,3,4-trisphosphate 4-phosphatase
GO:0017162	aryl hydrocarbon-receptor binding
GO:0017163	negative regulator of basal transcription
GO:0017164	nicotinic acetylcholine receptor-associated protein
GO:0017165	dipeptidase E
GO:0017166	vinculin binding
GO:0017168	5-oxoprolinase (ATP-hydrolysing)
GO:0017169	CDP-alcohol phosphatidyltransferase
GO:0017170	KU70 binding
GO:0017171	serine hydrolase
GO:0017172	cysteine dioxygenase
GO:0017173	DRAP deaminase
GO:0017174	glycine N-methyltransferase
GO:0017175	IMP-GMP specific 5'-nucleotidase
GO:0017176	phosphatidylinositol N-acetylglucosaminyltransferase
GO:0017177	alpha-glucosidase II complex
GO:0017178	diphthine-ammonia ligase
GO:0017179	peptidyl-diphthine metabolism
GO:0017180	peptidyl-diphthine biosynthesis
GO:0017181	peptidyl-diphthine catabolism
GO:0017182	peptidyl-diphthamide metabolism
GO:0017183	peptidyl-diphthamide biosynthesis
GO:0017184	peptidyl-diphthamide catabolism
GO:0017185	peptidyl-lysine hydroxylation
GO:0017186	peptidyl-pyroglutamic acid biosynthesis
GO:0017187	peptidyl-glutamic acid carboxylation
GO:0017188	aspartate N-acetyltransferase
GO:0017189	N-terminal peptidyl-alanine acetylation
GO:0017190	N-terminal peptidyl-aspartic acid acetylation
GO:0017192	N-terminal peptidyl-glutamine acetylation
GO:0017193	N-terminal peptidyl-glycine acetylation
GO:0017194	N-terminal peptidyl-isoleucine acetylation
GO:0017195	N-terminal peptidyl-lysine N2-acetylation
GO:0017196	N-terminal peptidyl-methionine acetylation
GO:0017197	N-terminal peptidyl-proline acetylation
GO:0017198	N-terminal peptidyl-serine acetylation
GO:0017199	N-terminal peptidyl-threonine acetylation
GO:0000172	ribonuclease mitochondrial RNA processing complex
GO:0000173	inactivation of MAPK (osmolarity sensing)
GO:0000174	inactivation of MAPK (mating sensu Saccharomyces)
GO:0000175	3'-5' exoribonuclease
GO:0000176	nuclear exosome (RNase complex)
GO:0000177	cytoplasmic exosome (RNase complex)
GO:0000178	exosome (RNase complex)
GO:0000179	rRNA (adenine-N6,N6-)-dimethyltransferase
GO:0000018	regulation of DNA recombination
GO:0018000	N-terminal peptidyl-tyrosine acetylation
GO:0018001	N-terminal peptidyl-valine acetylation
GO:0018002	N-terminal peptidyl-glutamic acid acetylation
GO:0018003	peptidyl-lysine N6-acetylation
GO:0018004	N-terminal protein formylation
GO:0018005	N-terminal peptidyl-glycine N-formylation
GO:0018006	N-terminal protein amino acid glucuronylation
GO:0018007	N-terminal peptidyl-glycine N-glucuronylation
GO:0018008	N-terminal peptidyl-glycine N-myristoylation
GO:0018009	N-terminal peptidyl-L-cysteine N-palmitoylation
GO:0018010	glycoprotein N-palmitoyltransferase
GO:0018011	N-terminal peptidyl-alanine methylation
GO:0018012	N-terminal peptidyl-alanine tri-methylation
GO:0018013	N-terminal peptidyl-glycine methylation
GO:0018014	N-terminal peptidyl-methionine methylation
GO:0018015	N-terminal peptidyl-phenylalanine methylation
GO:0018016	N-terminal peptidyl-proline di-methylation
GO:0018019	N-terminal peptidyl-glutamine methylation
GO:0018020	peptidyl-glutamic acid methylation
GO:0018021	peptidyl-histidine methylation
GO:0018022	peptidyl-lysine methylation
GO:0018023	peptidyl-lysine tri-methylation
GO:0018024	histone-lysine N-methyltransferase
GO:0018025	calmodulin-lysine N-methyltransferase
GO:0018026	peptidyl-lysine mono-methylation
GO:0018027	peptidyl-lysine di-methylation
GO:0018028	peptidyl-lysine myristoylation
GO:0018029	peptidyl-lysine palmitoylation
GO:0018030	peptidyl-lysine N6-myristoyltransferase
GO:0018031	peptidyl-lysine N6-palmitoyltransferase
GO:0018032	protein amino acid amidation
GO:0018033	protein C-terminal amidation
GO:0018034	C-terminal peptidyl-alanine amidation
GO:0018035	C-terminal peptidyl-arginine amidation
