class	size	virtual_size	pval (mean)	raw score (mean)	pval  (median)	virtual_size (median)	hyper pval	aroc rate	log-1	log-2	log-3	log-4	log-5	log-6	log-7	log-8	log-9	log-10
endonuclease(GO:0004519)	32	27	0.4314	0.428806884	0.6697	27	0.979848399	0.540281974	0.152011851	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
endopeptidase Clp(GO:0008462)	5	4	0.2498	0.787998942	0.2615	4	0.996993839	0.655200963	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
endopeptidase inhibitor(GO:0004866)	64	58	0.3171	0.406149274	0.6953	58	0.042150779	0.522613447	0.108099748	0.037721831	0.294986102	0.122673403	0.042150779	0.017301808	0.017301808	0.008725741	0.008725741	0.008725741
endopeptidase(GO:0004175)	50	44	0.4089	0.428784541	0.6697	44	0.967327951	0.500010326	0.065550027	0.134871451	0.702303182	0.899078409	0.967327951	0.986803774	0.986803774	0.993380472	0.993380472	0.993380472
endoplasmic reticulum lumen(GO:0005788)	10	8	0.223	0.567977252	0.4832	8	0.993994913	0.560513632	0.362655156	0.220741534	0.06037395	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
endoplasmic reticulum membrane(GO:0005789)	56	43	0.5177	0.468023207	0.6204	43	0.968060886	0.50695139	0.139676916	0.210243646	0.707985073	0.901261963	0.968060886	0.987102714	0.987102714	0.993530916	0.993530916	0.993530916
"endoplasmic reticulum membrane, integral protein(GO:0030176)"	12	8	0.6095	0.416999142	0.6845	8	0.993994913	0.411564242	0.211059741	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
endoplasmic reticulum receptor(GO:0005045)	23	16	0.4866	0.409678338	0.6953	16	0.988018709	0.472487181	0.246554144	0.560418537	0.879648381	0.962131954	0.988018709	0.995191231	0.995191231	0.997592899	0.997592899	0.997592899
endoribonuclease(GO:0004521)	14	11	0.3726	0.31048692	0.8269	11	0.991750457	0.503808428	0.192163691	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
"endoribonuclease, producing 5'-phosphomonoesters(GO:0016891)"	11	8	0.3951	0.31048692	0.8269	8	0.993994913	0.486857961	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
endosome organization and biogenesis(GO:0007032)	13	12	0.6829	0.354067096	0.7725	12	0.991003207	0.457749309	0.295119693	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
endosome transport(GO:0016197)	13	12	0.6829	0.354067096	0.7725	12	0.991003207	0.457749309	0.295119693	0.647801948	0.908331694	0.971470848	0.991003207	0.996392337	0.996392337	0.998194674	0.998194674	0.998194674
endosome(GO:0005768)	41	35	0.5933	0.444736222	0.6454	35	0.973940376	0.493669519	0.123173077	0.281233659	0.75509342	0.918910239	0.973940376	0.989495871	0.989495871	0.994734467	0.994734467	0.994734467
enhancer binding(GO:0003705)	10	10	0.3594	0.873543887	0.2099	10	0.992498158	0.546873587	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
enzyme activator(GO:0008047)	102	84	0.3951	0.375401325	0.7412	84	0.938372477	0.522164298	0.036942429	0.17110815	0.508285776	0.815693686	0.938372477	0.974883263	0.974883263	0.98736272	0.98736272	0.98736272
enzyme binding(GO:0019899)	5	5	0.6675	0.234346344	0.917	5	0.99624343	0.389641674	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
ephrin receptor(GO:0005003)	12	10	0.1796	0.746977166	0.2971	10	0.992498158	0.709582643	0.063608725	0.256737304	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
ephrin(GO:0005106)	5	4	0.223	0.649219135	0.3854	4	0.996993839	0.558106277	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
epidermal differentiation(GO:0008544)	26	19	0.4314	0.568917814	0.4832	19	0.985785058	0.515968936	0.238554987	0.35257434	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
epigenetic control of gene expression(GO:0040029)	22	20	0.4314	0.633334279	0.3962	20	0.985041406	0.556164177	0.21073317	0.484779302	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
epoxide hydrolase(GO:0004301)	5	4	0.0846	0.968026311	0.1642	4	0.996993839	0.744844197	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
epsilon DNA polymerase(GO:0003893)	13	10	0.6237	0.30776443	0.8398	10	0.992498158	0.387871026	0.296786476	0.696454331	0.923015482	0.976172099	0.992498158	0.996993161	0.996993161	0.998495562	0.998495562	0.998495562
ER to Golgi transport(GO:0006888)	27	24	0.5177	0.370590401	0.7412	24	0.982071285	0.465631134	0.212457724	0.371787915	0.824922313	0.943706105	0.982071285	0.992791193	0.992791193	0.996389349	0.996389349	0.996389349
establishment and/or maintenance of cell polarity(GO:0007163)	4	4	0.1594	1.561078106	0.0265	4	0.996993839	0.551896733	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
establishment and/or maintenance of chromatin architecture(GO:0006325)	71	59	0.3825	0.521100336	0.5347	59	0.956387089	0.531006555	0.086520688	0.275911374	0.622255456	0.866914489	0.956387089	0.982325093	0.982325093	0.991123815	0.991123815	0.991123815
eta DNA polymerase(GO:0015999)	9	8	0.6374	0.308000473	0.8398	8	0.993994913	0.420018075	0.272339628	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
ether hydrolase(GO:0016803)	5	4	0.0846	0.968026311	0.1642	4	0.996993839	0.744844197	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
eukaryotic 43S pre-initiation complex(GO:0016282)	61	46	0.6237	0.305917146	0.8398	46	0.965863412	0.438681886	0.11967797	0.321445047	0.691073292	0.894726172	0.965863412	0.986206028	0.986206028	0.993079585	0.993079585	0.993079585
eukaryotic 48S initiation complex(GO:0016283)	41	30	0.6675	0.305917146	0.8398	30	0.97762954	0.433287996	0.117571622	0.337251223	0.786083714	0.930104385	0.97762954	0.990993065	0.990993065	0.995486686	0.995486686	0.995486686
eukaryotic translation elongation factor 1(GO:0005853)	6	5	0.4593	0.501248482	0.5662	5	0.99624343	0.617524842	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
eukaryotic translation initiation factor 2 complex(GO:0005850)	4	4	0.8894	0.204669278	0.9419	4	0.996993839	0.321390938	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
eukaryotic translation initiation factor 3 complex(GO:0005852)	13	11	0.4089	0.352362788	0.7725	11	0.991750457	0.48384843	0.192163691	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
eukaryotic translation initiation factor 4 complex(GO:0008304)	12	7	0.4742	0.365557999	0.7555	7	0.994743967	0.547439759	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
eukaryotic translation initiation factor 4F complex(GO:0016281)	8	7	0.6516	0.237051493	0.917	7	0.994743967	0.366157487	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
excitatory extracellular ligand-gated ion channel(GO:0005231)	28	23	0.7142	0.338641716	0.8009	23	0.982813142	0.415892145	0.133135707	0.434802816	0.831575925	0.945991107	0.982813142	0.993091039	0.993091039	0.996539792	0.996539792	0.996539792
excretion(GO:0007588)	14	11	0.5933	0.573814175	0.4713	11	0.991750457	0.55818127	0.278262899	0.671689645	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
exo-alpha-sialidase(GO:0004308)	5	5	0.6237	0.700667064	0.3283	5	0.99624343	0.473080397	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
exocytosis(GO:0006887)	41	28	0.5015	0.40792322	0.6953	28	0.979108332	0.508557616	0.140037723	0.362652798	0.798826261	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
exonuclease(GO:0004527)	21	19	0.5626	0.46470588	0.6204	19	0.985785058	0.52812629	0.101302699	0.502677912	0.858720929	0.955183089	0.985785058	0.994290877	0.994290877	0.997141568	0.997141568	0.997141568
exopeptidase(GO:0008238)	33	27	0.5177	0.497955446	0.5805	27	0.979848399	0.551460222	0.195830279	0.376059136	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
exoribonuclease(GO:0004532)	6	5	0.6237	0.46470588	0.6204	5	0.99624343	0.524239687	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
"exoribonuclease, producing 5'-phosphomonoesters(GO:0016896)"	6	5	0.6237	0.46470588	0.6204	5	0.99624343	0.524239687	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
external protective structure organization and biogenesis(GO:0045229)	13	6	0.6095	0.620821434	0.407	6	0.995493473	0.529965367	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
external protective structure(GO:0030312)	33	27	0.2498	0.600888976	0.4305	27	0.979848399	0.59761665	0.152011851	0.17953673	0.805273313	0.936882104	0.979848399	0.991891925	0.991891925	0.995938017	0.995938017	0.995938017
extracellular ligand-gated ion channel(GO:0005230)	41	36	0.7142	0.338641716	0.8009	36	0.973203882	0.416124641	0.064233544	0.271195676	0.749040795	0.916686621	0.973203882	0.989196568	0.989196568	0.994584023	0.994584023	0.994584023
extracellular matrix glycoprotein(GO:0005207)	4	4	0.9954	0.177021645	0.9629	4	0.996993839	0.164195394	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
extracellular matrix organization and biogenesis(GO:0030198)	7	6	0.4742	0.459182687	0.6329	6	0.995493473	0.410706219	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
extracellular matrix structural constituent conferring tensile strength(GO:0030020)	25	20	0.2964	0.439423905	0.6565	20	0.985041406	0.511951109	0.21073317	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
extracellular matrix structural constituent(GO:0005201)	51	43	0.4314	0.45825855	0.6329	43	0.968060886	0.531115744	0.153163753	0.334990191	0.707985073	0.901261963	0.968060886	0.987102714	0.987102714	0.993530916	0.993530916	0.993530916
extrinsic membrane protein(GO:0019898)	37	31	0.6095	0.306457709	0.8398	31	0.976890814	0.436702812	0.173908869	0.325222919	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
extrinsic plasma membrane protein(GO:0019897)	37	31	0.6095	0.306457709	0.8398	31	0.976890814	0.436702812	0.173908869	0.325222919	0.779787441	0.927855379	0.976890814	0.990693536	0.990693536	0.995336242	0.995336242	0.995336242
eye morphogenesis (sensu Drosophila)(GO:0007456)	8	8	0.6374	0.56828251	0.4832	8	0.993994913	0.460046694	0.362655156	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
eye morphogenesis(GO:0001654)	11	11	0.6374	0.267059695	0.8857	11	0.991750457	0.445668256	0.298684462	0.272411548	0.915644709	0.973818813	0.991750457	0.996692726	0.996692726	0.998345118	0.998345118	0.998345118
eye pigment biosynthesis(GO:0006726)	5	5	0.7464	0.104571929	0.9919	5	0.99624343	0.358687142	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
eye-antennal disc metamorphosis(GO:0007455)	8	8	0.6374	0.56828251	0.4832	8	0.993994913	0.460046694	0.362655156	0.220741534	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
F-actin capping(GO:0003782)	9	6	0.6989	0.392709611	0.7111	6	0.995493473	0.406916629	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
fat-soluble vitamin metabolism(GO:0006775)	5	5	0.9911	0.068064363	0.9987	5	0.99624343	0.178831677	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
fatty acid beta-oxidation(GO:0006635)	7	6	0.9107	0.327985313	0.8145	6	0.995493473	0.349696331	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
fatty acid biosynthesis(GO:0006633)	24	20	0.5309	0.392866796	0.7111	20	0.985041406	0.450022635	0.179281934	0.3579722	0.851854271	0.952877276	0.985041406	0.99399085	0.99399085	0.996991124	0.996991124	0.996991124
fatty acid metabolism(GO:0006631)	62	54	0.4593	0.373834207	0.7412	54	0.960022985	0.463283168	0.129469475	0.176317559	0.283482446	0.87751396	0.960022985	0.983816855	0.983816855	0.991876034	0.991876034	0.991876034
fatty acid oxidation(GO:0019395)	8	7	0.823	0.327985313	0.8145	7	0.994743967	0.404991394	0.256391635	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
Fe2S2 electron transfer carrier(GO:0009492)	6	4	0.7921	0.469825925	0.6204	4	0.996993839	0.450925787	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
feeding behavior(GO:0007631)	5	4	0.137	0.341406752	0.7868	4	0.996993839	0.505193437	0.39450791	0.127478061	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
female meiosis(GO:0007143)	5	4	0.5177	0.520021819	0.5347	4	0.996993839	0.575982237	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
ferric iron binding(GO:0008199)	4	4	0.0021	2.98021927	3.00E-04	4	0.996993839	0.640448593	0.126875647	0.007011393	0.031151176	0.009563347	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
fertilization (sensu Animalia)(GO:0007338)	18	14	0.7776	0.413682807	0.6845	14	0.989510058	0.402608171	0.065632579	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
fertilization(GO:0009566)	18	14	0.7776	0.413682807	0.6845	14	0.989510058	0.402608171	0.065632579	0.602534892	0.893877164	0.966790829	0.989510058	0.995791693	0.995791693	0.997893787	0.997893787	0.997893787
FGF receptor signaling pathway(GO:0008543)	7	7	0.5771	0.23082953	0.917	7	0.994743967	0.452474182	0.385408169	0.776336749	0.945478838	0.983263983	0.994743967	0.997894737	0.997894737	0.998946893	0.998946893	0.998946893
fibrillar collagen(GO:0005583)	6	5	0.6374	0.439423905	0.6565	5	0.99624343	0.47356218	0.37831941	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
fibroblast growth factor receptor ligand(GO:0005162)	5	5	0.208	0.872538837	0.2099	5	0.99624343	0.669978922	0.174152408	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
filopodium(GO:0030175)	5	5	0.6829	0.306695243	0.8398	5	0.99624343	0.448870822	0.406058683	0.834596248	0.960751489	0.988018709	0.99624343	0.998496015	0.998496015	0.999247781	0.999247781	0.999247781
flavin-containing electron transporter(GO:0015933)	77	62	0.5015	0.469825925	0.6204	62	0.954210845	0.5166336	0.132187928	0.242414788	0.607355702	0.860612545	0.954210845	0.98143058	0.98143058	0.990672484	0.990672484	0.990672484
flavodoxin(GO:0009457)	5	4	0.1414	1.36537161	0.0534	4	0.996993839	0.695506548	0.126875647	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
fluid transport(GO:0042044)	5	4	0.864	0.573814175	0.4713	4	0.996993839	0.404109589	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
focal adhesion(GO:0005925)	12	9	0.6374	0.199382573	0.9506	9	0.99324631	0.439422852	0.288337889	0.722128062	0.93044446	0.978530714	0.99324631	0.997293641	0.997293641	0.998646006	0.998646006	0.998646006
frizzled receptor signaling pathway(GO:0007222)	8	8	0.7921	0.475058917	0.6041	8	0.993994913	0.392472511	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
frizzled receptor(GO:0004928)	6	6	0.864	0.217491544	0.9335	6	0.995493473	0.294458666	0.401216791	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
frizzled-2 receptor signaling pathway(GO:0007223)	8	8	0.5015	0.767486707	0.2791	8	0.993994913	0.589320681	0.211059741	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
fructose metabolism(GO:0006000)	7	6	0.9209	0.172530566	0.9629	6	0.995493473	0.332404758	0.311449945	0.804941819	0.953085149	0.985638658	0.995493473	0.998195353	0.998195353	0.999097337	0.999097337	0.999097337
fructose-bisphosphate aldolase(GO:0004332)	5	4	0.9613	0.172530566	0.9629	4	0.996993839	0.314428722	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
G1 phase of mitotic cell cycle(GO:0000080)	9	8	0.8523	0.21028183	0.9335	8	0.993994913	0.339320681	0.362655156	0.748744058	0.937932094	0.980894672	0.993994913	0.997594167	0.997594167	0.99879645	0.99879645	0.99879645
G1/S transition of mitotic cell cycle(GO:0000082)	49	39	0.3825	0.495488361	0.5805	39	0.970997071	0.538803005	0.104259394	0.351194132	0.731167104	0.910045995	0.970997071	0.988298931	0.988298931	0.994132691	0.994132691	0.994132691
G2/M transition of mitotic cell cycle(GO:0000086)	35	28	0.5771	0.433324507	0.6565	28	0.979108332	0.47807718	0.159334806	0.362652798	0.798826261	0.934617736	0.979108332	0.99159226	0.99159226	0.995787573	0.995787573	0.995787573
GABA receptor(GO:0016917)	17	17	0.6989	0.338641716	0.8009	17	0.987273709	0.435258628	0.133797983	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
GABA-A receptor(GO:0004890)	17	17	0.6989	0.338641716	0.8009	17	0.987273709	0.435258628	0.133797983	0.540473012	0.872617561	0.959810417	0.987273709	0.994891068	0.994891068	0.997442455	0.997442455	0.997442455
galactose binding lectin(GO:0005531)	5	4	0.6095	0.56818609	0.4832	4	0.996993839	0.464323348	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
galactose binding(GO:0005534)	5	4	0.6095	0.56818609	0.4832	4	0.996993839	0.464323348	0.459531147	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
galactose metabolism(GO:0006012)	5	4	0.6374	0.398396257	0.7111	4	0.996993839	0.436813187	0.39450791	0.86533836	0.968478322	0.990404147	0.996993839	0.998796721	0.998796721	0.999398225	0.999398225	0.999398225
